SOLVED BOARD
4,7,5,1,2,3,8,6,9
8,2,6,9,4,5,1,7,3
3,1,9,6,7,8,2,5,4
2,9,4,7,8,1,5,3,6
1,5,3,4,6,9,7,2,8
6,8,7,5,3,2,4,9,1
7,3,2,8,1,6,9,4,5
5,6,1,2,9,4,3,8,7
9,4,8,3,5,7,6,1,2

EASY PUZZLE
0,5,0,4,0,7,6,0,9
9,3,0,0,0,1,4,0,0
0,0,8,5,0,0,0,7,0
0,6,5,0,0,0,1,0,0
1,0,0,3,4,0,7,5,0
0,0,2,1,5,0,0,0,0
5,1,4,0,6,3,2,9,7
0,0,0,9,0,5,0,6,4
8,0,6,7,2,0,5,1,0

MEDIUM PUZZLE
5,0,6,1,0,0,0,0,0
7,0,1,0,0,2,0,0,0
0,0,0,0,7,4,0,0,2
1,0,0,0,0,8,0,3,0
2,0,4,0,0,1,6,0,0
3,0,9,0,0,0,5,0,4
4,0,0,9,0,0,0,0,5
0,9,5,8,0,0,0,0,1
8,0,0,7,4,0,0,6,0

HARD PUZZLE
0,8,9,0,0,0,3,0,0
0,7,0,0,0,0,0,2,0
2,0,0,0,0,9,0,0,0
0,0,0,0,0,0,6,0,0
0,0,0,3,5,7,0,0,0
0,0,1,2,8,0,0,0,0
0,0,0,0,0,5,0,0,6
9,0,0,0,0,0,0,0,5
0,2,0,0,0,1,0,0,3

