SOLVED BOARD
5,7,4,1,3,2,6,9,8
1,8,9,5,4,6,7,2,3
6,2,3,9,8,7,1,4,5
2,3,8,4,6,5,9,7,1
7,9,5,3,2,1,8,6,4
4,1,6,7,9,8,3,5,2
9,4,1,2,7,3,5,8,6
3,6,7,8,5,4,2,1,9
8,5,2,6,1,9,4,3,7

EASY PUZZLE
0,0,0,3,0,5,7,0,0
3,0,5,7,0,8,2,4,0
2,8,0,0,6,9,0,0,5
0,6,4,5,0,0,0,9,2
5,0,0,0,9,0,0,0,0
0,3,9,2,8,0,4,0,1
8,7,0,6,5,1,9,2,0
0,0,6,0,0,2,5,0,3
0,0,2,0,0,7,0,0,8

MEDIUM PUZZLE
0,3,0,2,0,0,7,8,9
0,8,0,4,9,0,0,0,0
0,5,0,0,3,0,0,0,0
0,0,9,0,0,2,0,0,0
0,0,8,3,0,9,6,0,1
0,2,5,0,0,0,4,0,0
0,0,0,6,7,0,1,4,8
8,0,0,9,0,0,0,6,0
0,0,4,0,1,0,0,0,2

HARD PUZZLE
0,0,2,0,0,5,0,9,0
0,3,0,0,0,0,0,0,0
6,0,7,8,0,0,0,0,0
0,0,0,2,0,9,0,7,0
0,0,0,6,0,3,9,0,0
0,0,0,0,7,0,0,0,0
7,0,0,0,5,0,0,1,2
0,0,8,0,0,0,0,0,3
0,0,0,0,0,0,0,4,0

